datetime,results,news_text,text
2022-06-13 18:15:32.126224,59162,"{2.4507226943969727,2.1075758934020996,2.9553818702697754,2.5772223472595215}",関東の酪農家らでつくる関東生乳販売農業協同組合連合会（東京・文京）は13日、乳業メーカーに販売する生乳の価格（飲用乳価）について、1キロ当たり15円の引き上げを求めて交渉に入る方...
2022-06-13 18:15:32.126224,59163,"{1.8494596481323242,2.7980127334594727,3.0607926845550537,1.8993159532546997}",石油化学製品の基礎原料となるナフサ（粗製ガソリン）のスポット（随時契約）価格が一段と下落した。13日のアジア市場では1トンあたり799ドルを中心に取引され、前週末から6ドル程度（0.7%）下がった。800ドルを下回ったのは1月末以来、およそ4カ月半ぶりとなる。中国では新型コロナウイルスの感染拡大を抑えるロックダウン（都市封鎖）の影響が残り、石化製品の需要が低迷する。一方、ガソリンなどは高値で推...
2022-06-13 18:15:32.126224,59164,"{2.0944998264312744,3.0212044715881348,2.9263734817504883,2.1096789836883545}",【NQNロンドン=菊池亜矢】13日午前の欧州株式市場で主要株価指数は全面安となっている。ドイツ株価指数（DAX）やフランスCAC40の下げ幅は2%を上回った。高進するインフレに対し欧米の中央銀行が積極的な金融引き締めを実施し、世界的に景気が後退す
2022-06-13 18:15:32.126224,59165,"{2.25995135307312,2.1027779579162598,3.094470977783203,3.3927605152130127}",ビルの柱に使う大径角形鋼管（コラム）の取引価格が一段と上昇した。東京地区の問屋仲間価格は現在1トン17万9千円前後。5月に比べ5千円（3%）ほど高く、過去最高値を更新した。原材料の値上がりを受けて建材メーカーが製品価格を引き上げており、流通市場で転嫁が進んでいる。2020年12月につけた直近安値（同10万3千円前後）からの上昇幅は7万6千円（74%）に達する。ロシアのウクライナ侵攻後、...
2022-06-13 18:15:32.126224,59166,"{2.6448895931243896,2.201594352722168,2.8458118438720703,3.1015830039978027}",大阪取引所に上場する円建ての金先物価格がおよそ2カ月ぶりの高値をつけた。13日には一時1グラム8106円と前週末比195円（2%）上昇し、過去最高値（8160円）をつけた4月20日以来の水準となった。急速な円安・ドル高の進行に加え、国内外の株式相場の下落で代替資産としての需要も意識され、買いが集まった。13日の外国為替市場で円相場が一時1ドル=135円台前半と、1998年10月以来の円安・ドル...
2022-06-13 18:15:32.126224,59167,"{1.8448814153671265,2.8677992820739746,3.2066454887390137,2.093120813369751}",外国為替市場で円が13日に対ドルで下落し、およそ24年ぶりの円安水準となった。中国地方の企業からは、輸入食品や木材価格などの高騰や電気料金の上昇を懸念する声が上がる。「急激な円安は経営にとって厳しい」。合成樹脂繊維大手の萩原工業の浅野和志社長は、ブルーシートの原料のポリエチレンなどの輸入価格を押し上げるデメリットが大きいと指摘する。為替リスクや海上運賃高騰のリスクをできるだけ減らすため、生産拠...
2022-06-13 18:15:32.126224,59168,"{2.4996209144592285,2.5250110626220703,2.983065128326416,2.696244239807129}",松野博一官房長官は13日の記者会見で、国連平和維持活動（PKO）協力法について「国際社会の平和と安定に貢献し、日本の国益を増進してきた」と述べた。同法は15日に成立から30年を迎える。ロシアによるウクライナ侵攻にともなう人道支援はPKO法に基づき救援物資を輸送していると説明した。「これまでの活動実績に立ち、国際平和協力分野で一層貢献する」と強調した。
2022-06-13 18:15:32.126224,59169,"{3.355756998062134,1.684478998184204,2.509942054748535,3.4264237880706787}",JR西日本岡山支社は、7月から9月の大型観光企画「岡山デスティネーションキャンペーン」にあわせ、観光列車の運行や鉄道のしごと体験イベントなどを集中して実施する。「おか鉄フェス2022」と銘打ち、地域を盛り上げる。岡山エリアでは旧国鉄時代からの車両が多く残っており「国鉄型車両の聖地　岡山」をうたう企画も展開する。かつて運行していた急行「砂丘」や「鷲羽」をイメージしたリバイバル列車を国鉄型車両を使って特別運行する。岡山駅ビルのお土産売り場では、新たに開発したカプセルトイの「岡山おみやげコレクション」を7月から販売する。デニムのキーホルダーや備前焼のペーパースタンドなど7種類をそろえた。黒田匡喜副支社長は「全国から岡山に来ていただき、鉄道だけでなく岡山・備後地区の良いものを体験して帰ってもらいたい」と話している。
2022-06-13 18:15:32.126224,59170,"{3.2000842094421387,1.8909093141555786,2.738610029220581,3.5005006790161133}",マツダは車体に塗るボディーカラーで白系統の新色を開発した。既存の複数種類の白色に比べて、混じり気の少ない純粋な白さを表現できたという。きめ細やかな粒子と塗装した面による陰影表現を際立たせる金属の質感も実現した。今秋に国内で第1弾が発売となる中大型上級多目的スポーツ車（SUV）「ラージ商品群」を中心に展開する。新色の名前は「ロジウムホワイトプレミアムメタリック」。白色は下地が透けやすいので塗装の膜が厚くなりやすいが、新色では新開発の顔料を用いることで膜の厚さを3割薄くすることができる。資源の使用量を減らせるとともに、生産工程における二酸化炭素排出量の低減にもつながる。今秋
2022-06-13 18:15:32.126224,59171,"{2.275210380554199,3.116419792175293,2.8737974166870117,1.9670499563217163}",米国や欧州の債券市場で景気減速への警戒が高まっている。米国の2年物国債の利回りは13日、前週末から約0.2%上昇（価格は下落）し、一時3.2%台前半をつけた。14年ぶりに3%台となった10日から一段と上昇した。ドイツの2年物国債も13日に一時1%超と、約11年ぶりの水準まで上昇した。インフレを押さえ込むため米欧の中央銀行が金融引き締めを加速し、景気を冷やしかねないとの見方が強まっている。2年債...
2022-06-13 18:15:32.126224,59172,"{2.2435131072998047,2.368134021759033,2.6317198276519775,2.501586437225342}",衆院選挙区画定審議会（区割り審）は、小選挙区定数「10増10減」を反映した新たな区割り案を16日に岸田文雄首相に勧告する方針を固めた。複数の関係者が13日、明らかにした。総務省で同日に開いた会合で、実質的作業をほぼ終えた。25程度の都道府県、100以上の小選挙区が改定の対象となる方向だ。過去最大規模の見直しとなる。16日の会合は首相官邸で開催する予定。改定案の内容を最終確認した後、首相に手渡す。区割り変更は①10増10減の15都県②2020年国勢調査で「1票の格差」2倍以上の選挙区がある大阪府と福岡県③21年の衆院選の当日有権者数で、格差2倍以上の選挙区があった北海道と兵庫県―の19都道府県で実施するのが確定した。このほか、一つの区市町村が複数の選挙区に分割されている例をなるべく解消する方針だ。区割り審は実際の作業を始めるに当たり、都道府県の意見をヒアリング。区割りを決める際の基本ルールとなる「作成方針」を2月に決め、具体的な検討を進めてきた。〔共同〕
2022-06-13 18:15:32.126224,59173,"{1.932908296585083,3.2277345657348633,3.176737070083618,1.9471746683120728}",中国企業の米上場問題を巡って米中の神経戦が続いている。米証券取引委員会（SEC）による新規則導入から約半年間で、ネット検索最大手の百度（バイドゥ）など150社が「上場廃止警告リスト」に入った。全上場企業の6割に相当する。当局は混乱回避に向けて協議を続ける一方、米議会は上場廃止時期を2023年に早めようとしている。資本市場の分断（デカップリング）は着実に進んでいる。SECは米議会で20年12月に...
2022-06-13 18:15:32.126224,59174,"{1.7612907886505127,3.9522860050201416,3.487938404083252,2.1689889430999756}",開始から3カ月半となるロシア軍のウクライナ侵攻は、同国東部を中心に激しい攻防が続く。米欧の兵器提供が今後も続けばウクライナ軍の巻き返しが広がりそうだが、米欧の「支援疲れ」が顕在化すれば、軍隊の規模で勝るロシア軍が優勢に転ずる可能性もある。「敵は火力で大きく上回り、ウクライナ軍を押している」。東部ルガンスク州のガイダイ州知事は13日、SNS（交流サイト）で訴えた。12日にはロシア軍が一両日中に全...
2022-06-13 18:15:32.126224,59175,"{2.8736228942871094,2.6231167316436768,2.8716328144073486,3.1589298248291016}",【バンコク=村松洋兵】オースティン米国防長官は13日、訪問先のタイ・バンコクでプラユット首相兼国防相と会談した。タイ国防省によると両氏はサイバーや宇宙の分野での協力について合意した。オースティン氏は米国がタイ国軍の近代化を支援することを約束したという。米国はタイ国軍の訓練や装備の近代化を支援するほか、タイの防衛産業の発展についても協力する。米国とタイが毎年共催している多国間合同軍事演習「コブラゴールド」で、2023年にサイバーと
2022-06-13 18:15:32.126224,59176,"{2.53482723236084,2.3387820720672607,2.6925833225250244,2.9786152839660645}",【ジュネーブ=細川倫太郎】世界貿易機関（WTO）で電子商取引（EC）のルールづくりを進める日本などの共同議長国は13日、閣僚声明を公表した。電子データに関税をかけない慣行の継続を支持したほか、早期の合意に向け交渉を加速させることを確認した。日本とオーストラリア、シンガポールが共同議長国となって、ロシアを含めた計86カ国・地域の有志国がデータの自由な流通に向け議論を進めている。ただ、ウクライナ侵攻で予定していた会合が延期になるなど、交渉が遅れる懸念が強まっている。声明はデジタル分野で途上国を支援する枠組みを創設することにも触れた。スイス・ジュネーブで開催中のWTOの閣僚会議に参加した三宅伸吾外務政務官は13日、記者団に電子データに関税をかけないことは「産業界の期待に応えるために必要なものだ」と語った。
2022-06-13 18:15:32.126224,59177,"{2.00197434425354,1.996553897857666,1.958189606666565,2.238862991333008}",日銀（13日）検査役検査室長（金融機構局審議役兼金融機構局上席考査役）山口智之▽金融機構局審議役、金沢敏郎▽業務局審議役（調査統計局参事役）佐久田健司▽調査統計局参事役（フランクフルト事務所長）福永一郎▽考査運営課長兼金融機構局上席考査役、山田哲也▽フランクフルト事務所長、片岡雅彦（20日）総務人事局長（総務人事局審議役）播本慶子▽検査室検査役（松江支店長）谷本英行▽政策委員会室審議役（企画局審議役）福田英司▽総務人事局審議役（決済機構局審議役）奥野聡雄▽企画局審議役（鹿児島支店長）上條俊昭▽金融機構局審議役（福島支店長）植田リサ▽決済機構局審議役（金融機構局審議役）鈴木公一郎▽国際局審議役（仙台支店長）大山慎介▽金融機構局参事役（決済機構局参事役）森毅▽同（金融第2課長）今久保圭▽決済機構局参事役（高知支店長）中山智裕▽調査統計局参事役（青森支店長）森本喜和▽国際局参事役（情報サービス局総務課長）上原博人▽総務人事局参事役、土居直彦▽金融研究所参事役（大分支店長）鈴木淳人▽金融機構局上席考査役（金融機構局審議役）新見明久▽政策委員会室総務課長（法務課長）伊藤真▽広報課長、小島亮太▽法務課長、高橋治大▽経営企画課長（金融第3課長）安徳久仁理▽金融機構局総務課長（経営企画課長）広瀬敬久▽金融第2課長、荒川和彦▽金融第3課長、井出穣治▽国際課長、吉村研太郎▽金融システム調査課長、平形尚久物価統計課長、東将人▽国際収支課長、森下謙太郎▽発券局総務課長（国際収支課長）森下浩文▽業務局総務課長（制度基盤研究課長）真川伸樹▽国庫業務課長、笠間兵庫▽情報サービス局総務課長（広報課長）横堀裕二▽総務人事局総務課長（文書局総務課長）大塚竜▽人材開発課長、田原謙一郎▽文書局総務課長（管財課長）辻信二▽管財課長、柳井聡史▽物品課長（歴史研究課長）本山俊輔▽管理課長（物品課長）小野寺拓▽経済ファイナンス
2022-06-13 18:15:32.126224,59178,"{1.8598618507385254,3.1114001274108887,3.1557979583740234,1.8893808126449585}",13日の外国為替市場で円相場は一時、1ドル=135円台前半と約24年ぶりの円安・ドル高水準をつけ、関西でも円安への警戒感がじわり高まっている。円安は輸出や観光関連企業にとって追い風となる一方、原材料価格の高騰に苦しむ企業の業績には下押し圧力がかかる。製造業でもシャープは主力の白物家電で収益が悪化するなど影響が出ている。パナソニックホールディングス（HD）では、2023年3月期にドルに対して1円...
2022-06-13 18:15:32.126224,59179,"{1.9265471696853638,1.9077545404434204,2.0053086280822754,2.1484198570251465}",警察庁（27日）官房参事官、池内久晃
2022-06-13 18:15:32.126224,59180,"{2.0507073402404785,2.5653204917907715,2.5450382232666016,2.2362399101257324}",「岸田政権は新型コロナウイルス対策などで結論を出さない。（対策を）ちょっとずつ進めている。対立軸が明確にならない」（2022年6月13日、大阪府庁で記者団に）日本維新の会の吉村洋文副代表（大阪府知事）は参院選を前にした自民党対策について答えた。維新は参院選の公約で憲法9条への自衛隊明記など保守層を狙った項目を並べた。一方で「街頭演説で一生懸命言うわけではない」とも話した。「自民党との対立軸が重要だが国防の観点では似ている。自民とどこが違うのかと思われるのではないか」と述べた。維新は次の衆院選で野党第1党の座をめざす。野党で地歩
2022-06-13 18:15:32.126224,59181,"{2.905951499938965,1.9821423292160034,2.765272378921509,2.8536314964294434}",東京五輪・パラリンピックを契機とした共生社会の実現に向け、日本オリンピック委員会（JOC）は13日、LGBTQ＋（性的少数者）の情報発信拠点「プライドハウス東京」と包括協定を締結したと発表した。東京都内で行われた署名式に参加したJOCの山下泰裕会長は「東京五輪でLGBTQ＋を公表したアスリートは過去最多だった。レガシー（遺産）として引き継ぐにはスポーツ界で理解を深めることが重要で、力添えをいただきながら実践していきたい」と語った。7月中にもJOC役職員向けに「性の多様性」を学ぶ研修を行う予定。プライドハウス東京は競技団体向けの研修や、理解を広げるイベント開催に力を入れている。運営組織の松中権代表は「スポーツ界にも支援の輪が広がることに尽力していきたい」と話した。〔共同〕
2022-06-13 18:15:32.126224,59182,"{2.1930713653564453,2.9943947792053223,2.837873697280884,2.2919247150421143}",日経平均株価の下落を受け、今後の株安を見込む「売る権利（プット）」の取引が増えている。13日の株式オプション市場で、日経平均株価オプションのプットの取引が9万3610枚と前営業日の2.3倍に膨らんだ。米インフレが長期化する懸念から、下落への警戒感が強まっている。オプション取引では、決められた期日（満期）に決められた価格（権利行使価格）で株式などを売る権利や買う権利（コール）を売買する。上昇局面...
2022-06-13 18:15:32.126224,59183,"{1.8883254528045654,2.881741523742676,3.111619472503662,1.9620476961135864}",代表的な暗号資産（仮想通貨）のビットコインの価格が下落している。情報サイトの米コインデスクによると、13日の日本時間午後7時時点で一時、前日比14%安い2万3741ドル（320万円）と1年半ぶりの安値を付けた。相場が下落傾向にあるなか、米大手融資サービスが仮想通貨の出金や送金などを一時停止したため。投資心理が一層冷え込んでいる。時価総額2位の仮想通貨、イーサリアムも一時前日比19%安の1177...
2022-06-13 18:15:32.126224,59184,"{2.856445074081421,2.141289710998535,2.928633451461792,3.6583516597747803}",13日の東京株式市場で鳥貴族ホールディングス株が大幅に反発し、一時前週末比198円（9.6%）高の2253円と年初来高値を更新した。これまで未定としていた2022年7月期の連結業績予想を10日に公表。22年5～7月期の営業利益が、19年11月～20年1月期以来10四半期ぶりに黒字転換する見通しから買いが入った。新型コロナウイルス感染対策のまん延防止等重点措置（まん防）の解除を受け、居酒屋「鳥貴...
2022-06-13 18:15:32.126224,59185,"{2.3883557319641113,1.9149097204208374,2.2223379611968994,3.0189099311828613}",キヤノンマーケティングジャパン（キヤノンMJ）は13日、年末調整業務など企業の間接業務を受託
2022-06-13 18:15:32.126224,59186,"{2.7545080184936523,2.329136610031128,2.951751232147217,3.425723075866699}",衣料品などを扱う小売り主要12社のうち3社の5月の既存店売上高が新型コロナウイルス禍前を上回り、9割まで回復した企業を含めると9社（全体の7割）に達した。コロナ禍の行動制限が解除された3月以降、旅行など外出を意識した衣料品や雑貨のほか、宝飾など高額品が好調だ。ただ原料価格や食品の上昇が続くなか、個人消費の先行きに不透明感も残る。百貨店大手3社と衣料品・雑貨大手9社が公表する既存店売上高の前年同...
2022-06-13 18:15:32.126224,59187,"{2.4891889095306396,2.2691991329193115,2.554459810256958,2.649090528488159}",岸田文雄首相は13日の自民党役員会で、与党の反対多数で否決した内閣不信任決議案を振り返った。「一分の隙も見せず自公政権の結束を示すことができた」と語った。参院選に向けて「政策とビジョンを訴え一大決戦を堂々と勝ち抜いていきたい」と意気込んだ。「これから問われるのは『実行』だ」と訴えた。今月下旬にドイツで開催する主要7カ国首脳会議（G7サミット）に参加する意向も示した。「平和秩序維持に向けた日本ならではの貢献をするためこれからも積極的に行動したい」と話した。茂木敏充幹事長が役員会後の記者会見で明らかにした。
2022-06-13 18:15:32.126224,59188,"{2.860905647277832,2.1759109497070312,2.7274861335754395,3.3292322158813477}",神戸物産が13日発表した2021年11月～22年4月期の連結決算は、純利益が前年同期比9%増の110億円だった。原材料価格や海上運賃の高騰、円安の進行を受け、主力の業務スーパー事業でプライベートブランド（PB）商品の調達コストが急上昇したものの大規模な値上げによって補った。円安による為替差益も利益を押し上げた。売上高は12%増の1981億円、営業利益は2%増の147億円だった。値上げ後も競合スーパーより低い価格設定を維持し、新規顧客の集客につなげた。一方、商品の調達コストや販売管理費の増加により、営業利益率は下がった。好採算のPB商品の販売割合は前年同期から1.7ポイント上がり34.7%だった。22年10月期通期の業績予想は据え置いた。売上高は前期比5%増の3800
2022-06-13 18:15:32.126224,59189,"{1.9335527420043945,2.4440689086914062,3.0943424701690674,2.5227842330932617}",日米企業の経営トップの報酬格差が広がっている。2021年に日本の社長、最高経営責任者（CEO）が受け取った報酬（中央値）が1億8000万円だったのに対し、米国トップは27億1000万円だった。格差は15倍と20年の10倍から広がった。米国企業の株価に連動する報酬の比率が日本よりも高いことが差につながった。ガバナンス助言のHRガバナンス・リーダーズがTOPIX500、S&P500など株価
2022-06-13 18:15:32.126224,59190,"{1.8468514680862427,2.8759355545043945,2.8090896606445312,1.849808931350708}",エイチ・アイ・エス（HIS）が13日発表した2021年11月～22年4月期（22年度上期）連結決算は最終損益が269億円の赤字（前年同期は235億円の赤字）と、同期間として過去最大の赤字となった。海外旅行の回復が遅れているうえ、電力小売事業を手がける子会社が不振だった。5月の電力小売子会社HTBエナジー（福岡市）の売却に伴う損失引当金などで特別損失が膨らんだ。繰り延べ税金資産も取り崩した。助成金収入が68億円あったが補えなかった。売上高は684億円だった。今期から「収益認識に関する会計基準」を適用し、航空券販売で燃油サーチャージなどを売上高から除外した。新基準を適用しない場合の売上高は57%増の1022億円だった。半分を占める旅行事業が2倍強伸びて全体を押し上げた。ただ主力の海外旅行取扱高は新型コロナウイルス禍前の3%程度の水準にとどまった。日本の入国者数制限や円安の影響を受けている。営業損益は281億円の赤字（前年同期は316億円の赤字）だった。事業別では旅行事業が147億円の赤字（同185億円の赤字）となったほか、エネルギー事業は卸電力価格の高騰で赤字幅が広がった。財務も悪化した。4月末の自己資本比率は6%と21年10月末と比べて4ポイント低下した。新型コロナ前は15～20%ほどだった。コスト削減や資金確保のため、従業員の他社への出向や不動産や子会社売却を進めた。選択肢の一つとしていた日本政策投資銀行からの借り入れは目立った進捗がない。同日の記者会見で矢田素史社長は「一番は本業の回復だが、（資金調達の）手段を幅広く持つ必要がある」と述べるにとどめた。10月期通期の業績予想は引き続き未定とした。足元では回復の兆しも出ている。国内旅行は3月下旬に行動制限が全面解除されて以降、自治体が地域内の旅行を支援する「県民割」の追い風もあって伸びている。海外旅行も今夏から回復を見込み、約40カ国・地域でツアーを再開した。23年10月期
2022-06-13 18:15:32.126224,59191,"{1.8604145050048828,2.7760021686553955,3.199345588684082,2.0990006923675537}",インターネット通販大手アマゾンジャパンの下請け企業と業務委託契約を結び、神奈川県横須賀市を拠点に働く配達ドライバー10人が13日までに、「東京ユニオン・アマゾン配達員組合横須賀支部」を結成した。組合員は個人事業主（フリーランス）として働くが、アマゾンからアプリなどを通じて指揮命令を受け、労働時間も管理されているとして、業務委託は「偽装」と主張、労働基準法上の労働者に当たるとしている。組合員らは13日、アマゾンジャパン本社（目黒区）を訪れ団体交渉を求め、労働契約の締結や長時間労働の是正などを求める要求書を提出。同社は取材に「本日受領し、内容を確認している」と回答した。13日午後、都内で記者会見した組合員らによると、10人はアマゾンジャパンの1次、2次下請けとそれぞれ契約を結び、横須賀市内にある倉庫に運び込まれたアマゾンの商品を配送。配達員はアマゾン側から専用のアプリを通じ、荷物の個数や配送先などの指示を受けている。要求書では、配達中に生じた事故で荷物が破損した場合に配達員が負担した賠償金の返金や、携帯修理代といった名目で報酬から差し引かれた分の支払いを求めている。アマゾン側が昨年、各配達員の荷物数や配送先を人工知能（AI）で決定する方式を導入して以降、運ぶ個数が急増したといい、支部長の60代男性は会見で「物量の多さがストレスで耐えられない。是正されないとドライバーは働きながら死んでしまうかもしれない」と訴えた。アマゾンジャパンは配達員について「アプリの利用は必須ではない」としている。〔共同〕
2022-06-13 18:15:32.126224,59192,"{2.073014974594116,2.4330849647521973,2.906100273132324,2.483452320098877}",【ジュネーブ=細川倫太郎】世界貿易機関（WTO）の閣僚会議が12日、スイス・ジュネーブで開幕した。ロシアのウクライナ侵攻による物流停滞や食料不足など、新型コロナウイルス禍からの回復途上で新たな危機に直面する世界貿易の突破口を見いだせるか。WTOの存在意義が問われる。新型コロナの感染拡大で延期が続き、約4年半ぶりの開催となった。「食料やエネルギー問題などこれだけの危機が同時多発的に起きるのは前例...
2022-06-13 18:15:32.126224,59193,"{2.983489513397217,1.8601696491241455,2.734053134918213,3.3864943981170654}",投資用不動産情報サイト「楽待」を運営するファーストロジックは6月下旬から、不動産投資家向けの定額課金サービスを始める。会員限定の動画や記事を提供し、投資した場合のシミュレーション機能なども用意する。若い世代を中心に不動産投資への関心が高まるなか、必要な知識やリスクを丁寧に伝え、貯蓄から投資の動きを後押しする。サービス名は「楽待プレミアム」で価格は月額3300円。登録した会員は専用アプリやウェブ...
2022-06-13 18:15:32.126224,59194,"{1.6795563697814941,2.915419101715088,3.1665902137756348,1.5855767726898193}",世界的なコンテナ不足やウクライナ情勢を受けた物流の混乱が長引き、輸入食品の調達に影響が出ている。財務省の貿易統計によると、大豆の2022年1～4月の輸入量は前年同期比5%減少。冷凍フライドポテトも主要産地の北米からの輸入量が5%落ち込んだ。品不足と価格の高騰は、外食のメニュー停止や食品メーカーによる値上げの構図を強めている。大豆の22年1～4月の輸入量は約98万トンと5%減った。大半を占める北...
2022-06-13 18:15:32.126224,59195,"{1.9446308612823486,3.013791084289551,2.9403436183929443,1.9698723554611206}",【NQNニューヨーク=張間正義】13日の米株式市場でダウ工業株30種平均は4日続落で始まった。午前9時35分時点は前週末比558ドル78セント安の3万0834ドル01セントと、5月19日に付けた年初来安値（3万1253ドル）を下回っている。下げ幅は一時800ドルを超えた。インフレ再加速の懸念が強まり、米連邦準備理事会（FRB）の積極的な金融引き締めや企業収益悪化を警戒した売りが出た。ハイテク株...
